original_query,fixed_query,retrieved_docs,expected_id,passed,time_taken
 Wegbeschreibung zum Informatikom 1,EMPTY,"50.19 - InformatiKOM I,50.34,Bereich II - Informatik, Wirtschaft und Gesellschaft (CN),Bereich II - Informatik, Wirtschaft und Gesellschaft (CS),Theoretische Informatik (ITI), Institut für",InformatiKOM 1,False,2.0267179012298584
" Die Route zu Gebäude 30, 60 ist gesucht.",30  60,"30.91,Rudolf-Plank-Hörsaal (40.32),315,11.22,Lernzentrum am Fasanenschlösschen (Geb. 30.28)",30.60,False,1.825324773788452
 Wegbeschreibung zu Gebäude 9.600 und 7 mehr wünscht.,9.600  9600  7  07,"11.22,20.52,30.42,Chemie-Hörsaal III (30.41),Werkfeuerwehr",9607,False,3.4518280029296875
 Ich suche den Weg zum Kool-Ligiengebäude am Zirkel.,EMPTY,"20.21,20.20,Scientific Computing Center (SCC), CS,Telematik (ITM), Institut für,30.82",Kollegiengebäude am Zirkel,False,3.1052799224853516
 Zum MTI-Hörsal navigieren. Bitte.,EMPTY,"Messtechnik-Hörsaal (30.33),30.33,30.31,Biomedizinische Technik, Institut für,Theoretische Elektrotechnik und Systemoptimierung (ITE), Institut für",MTI-Hörsaal,False,1.2486891746520996
 Navigation zum Rudolf Kriegehörsel gewünscht.,EMPTY,"Rudolf-Plank-Hörsaal (40.32),Rudolf-Criegee-Hörsaal (30.41),Zentrale Studienberatung (ZSB),Gottlieb-Daimler-Hörsaal (10.21),121",Rudolf-Criegee-Hörsaal,False,1.164957046508789
 Route zur Wirtschaftsdissenschaftlichen Fakulteitsbibiotek,EMPTY,"09.21,Institut für Operations Research (IOR), Bereich Stochastische Modellierung und Optimierung,Professur für Ökonometrie, Institut für Volkswirtschaftslehre (ECON),Professur für Makroökonomik, Institut für Volkswirtschaftslehre (ECON),Fachbibliothek WIWI",Wirtschaftswissenschaftliche Fakultätsbibliothek,False,2.216123104095459
 Weg zur Versuchshade der technischen Tablenamik zeigen.,EMPTY,"Experimentelle Teilchenphysik (ETP), Institut für,Technische Thermodynamik, Institut für,Laboratorium für Elektronenmikroskopie (LEM),Interfakultatives Institut für Anwendungen der Informatik,Theorie der Kondensierten Materie, Institut für","Technische Thermodynamik und Kältetechnik, Versuchshalle",False,1.890627145767212
 Kann man aktuell in die Fachschaft geist soz?,EMPTY,"Fachschaft Geistes- und Sozialwissenschaften,Fachschaft Sport,Fachschaft Chemie und Biowissenschaften,Fachschaft WiWi,Professur für Industrieökonomik, Institut für Volkswirtschaftslehre (ECON)",Fachschaft GeistSoz,False,2.596002101898194
 Die Ambulanzmomentan zugänglich.,EMPTY,"Medizinische Dienste (MED) CN,131,124,30.90,01.85",Ambulanz,False,1.9486198425292969
 Ist die Versuchsanstalt das Köhleräuterinstituts derzeit geöffnet?,EMPTY,"Versuchsanstalt für Stahl, Holz und Steine,30.33,30.31,Entrepreneurship, Technologie-Management und Innovation (EnTechnon), Institut für,20.44",Versuchsanstalt des Joseph Gottlieb Kölreuter Instituts für Pflanzenwissenschaften,False,1.259855031967163
 Hat die KITB-Bilute gerade auf?,EMPTY,"30.51,30.82,310,303,Engler-Bunte-Hörsaal (40.50)",KIT-Bibliothek,False,1.985426902770996
 Ist das Institut für Wasser und Gewässerentwicklung? Wasserwirtschaft und Kulturtechnik momentan zugänglich?,EMPTY,"10.83,Wasser und Umwelt (IWU), Institut für,Volkswirtschaftslehre, Institut für,Institut für Wirtschaftsinformatik (WIN),Finanzwirtschaft, Banken und Versicherungen (FBV), Institut für",Institut für Wasser und Gewässerentwicklung - Bereich Wasserwirtschaft und Kulturtechnik,False,2.23297119140625
 Hat das Lernzentrum am Versamen schlöst ihr in derzeit geöffnet?,EMPTY,"30.28,Lernzentrum am Fasanenschlösschen (Geb. 30.28),30.34,B131,08.03",Lernzentrum am Fasanenschlösschen,False,3.168398141860962
 Ist 220° offen?,220,"220,10.84,Angewandte Thermofluidik (IATF), Institut für,Evaluationsstelle (STS-QM),KIT-Zentrum für Klima und Umwelt",223,False,1.623939037322998
 Hat das Kolleginnen Gebäude am Zierke gerade geöffnet?,EMPTY,"20.20,20.21,Johann-Gottfried-Tulla-Hörsaal (11.40),Wirtschaftswissenschaften, KIT-Fakultät für,Egon-Eiermann-Hörsaal (20.40)",Kollegiengebäude am Zirkel,False,1.9927570819854736
 Kann man momentan ins ESL-Institut?,EMPTY,"Angewandte Materialien - Energiespeichersysteme (IAM-ESS) , Institut für,Soziologie, Medien- und Kulturwissenschaften (ISMK), Institut für ,Elektrotechnisches Institut (ETI),Mikrostrukturtechnik (IMT), Institut für,Mikroverfahrenstechnik (IMVT) , Institut für","Entwerfen von Stadt und Landschaft (IESL), Institut",False,1.5421099662780762
 Zu welcher Zeit schließt das IPR Gebäude.,EMPTY,"Institut für Operations Research (IOR), Bereich Diskrete Optimierung und Logistik,Institut für Operations Research (IOR), Bereich Kontinuierliche Optimierung,Produktentwicklung (IPEK), Institut für,Institut für Operations Research (IOR), Bereich Stochastische Modellierung und Optimierung,Fritz-Haller-Hörsaal (20.40)","Prozessrechentechnik, Automation und Robotik (IPR), Institut für",False,2.2200868129730225
 Walschlichstiftes SICK Bibliothek,EMPTY,"30.51,Mitfahrbank (Campus Süd): Bibliothek,Physik-Hörsaal Nr. 4 (30.22),Physik-Hörsaal Nr. 3 (30.22),Otto-Lehmann-Hörsaal (30.22)",Fachbibliothek Physik,False,2.830096960067749
 Wann schließt das Informatikom 1?,EMPTY,"50.19 - InformatiKOM I,50.34,Bereich II - Informatik, Wirtschaft und Gesellschaft (CS),Bereich II - Informatik, Wirtschaft und Gesellschaft (CN),30.51",InformatiKOM 1,False,1.8659803867340088
 Die Spät schliss der Informatikbau.,EMPTY,"50.34,Fachschaft Informatik,Technische Informatik (ITEC), Institut für,Theoretische Informatik, Arbeitsgruppe Kryptographie und Sicherheit (IKS), Institut für,Theoretische Informatik (ITI), Institut für",Informatikbau,False,2.285780906677246
 Wie spät macht die Physik-Bibliothek zu?,EMPTY,"Physik-Hörsaal Nr. 4 (30.22),Physik-Hörsaal Nr. 3 (30.22),30.22,Otto-Lehmann-Hörsaal (30.22),30.51",Fachbibliothek Physik,False,1.8719239234924316
 Zu welcher Uhrzeit schließt der Informatikbau.,EMPTY,"Fachschaft Informatik,50.34,Fachschaft Mathematik und Informatik,Technische Informatik (ITEC), Institut für,Theoretische Informatik (ITI), Institut für",Informatikbau,False,1.8069179058074951
 Bis zur welcher Uhrzeit ist das Kollegingebäudemaschinenbau 2 zuben.,2.02  202,"20.21,20.20,10.22 - LAZ,11.40,10.23",Kollegiengebäude Maschinenbau II,False,1.8635311126708984
" Wann ist die Schließzeit des College? Nein, des Collegiengebäudes am Ehrenhof.",EMPTY,"Soziologie, Medien- und Kulturwissenschaften (ISMK), Institut für ,Karlsruhe House of Young Scientists (KHYS),11.40,Schwerbehindertenvertretung (SBV) Campus Süd,B621",Kollegiengebäude am Ehrenhof,False,1.5088109970092771
 Bis zu welcher Uhrzeit ist das alte Maschinenbaugebäude?,EMPTY,"Angewandte Materialien - Werkstoffkunde (IAM-WK) Gebäude 10.91, Institut für,Mittlerer Hörsaal Maschinenbau (10.91),Franz-Grashof-Hörsaal (10.91),10.91,Maschinenbau, KIT-Fakultät für",Altes Maschinenbaugebäude,False,1.8994479179382324
 Zu welchen Zeitpunkt schließt das Zering aus?,EMPTY,"214,Zentrum für Angewandte Rechtswissenschaft (ZAR),Sprachenzentrum (Geb. 50.20),Zentrale Studienberatung (ZSB),Zentrum für Mediales Lernen (ZML)",Zähringerhaus,False,2.4140660762786865
" zeig mir mal den Rapp auf, dritte ETS, will es ETS?",03.03  303,"303,214,Zentrum für Angewandte Rechtswissenschaft (ZAR),Stochastik, Institut für,Kantine (Campus Nord)","Thermische Energietechnik und Sicherheit (ITES), Institut für",False,2.357203960418701
 Internet Adresse des Forschungszentrums Umwelt gesucht.,EMPTY,"Angewandte Geowissenschaften, Institut für,50.40,Deutsch-Französisches Institut für Umweltforschung (DFIU),Fortbildungszentrum für Technik und Umwelt (FTU),Bio- und Lebensmitteltechnik, Bereich IV: Molekulare Aufarbeitung von Bioprodukten , Institut für",Forschungszentrum Umwelt,False,2.0365381240844727
 Gebt mir den Weblink von Gebäude 9.651.,9.651,"01.90,06.36,20.40,11.22,30.42",9651,False,7.098339796066284
 Die lautet die URL des Englerbunterinstituts und Mint-Kollegs.,EMPTY,"40.50,Engler-Bunte-Hörsaal (40.50),40.11,Engler-Bunte-Institut Bereich Verbrennungstechnik (EBI-VBT),Engler-Bunte-Institut, Bereich Wasserchemie",Engler-Bunte-Institut (EBI) / MINT-Kolleg KIT,False,2.3032941818237305
" Zeig mir die Wettpräsenz von Gebäude 39,49.",39.49,"214,Chemie-Hörsaal III (30.41),Chemie-Hörsaal II (30.41),Forschungsförderung (FOR) CS,Messtechnik-Hörsaal (30.33)",30.49,False,2.047886848449707
 Wie sind die Öffnungszeiten des Forschung centrums umwelt?,EMPTY,"50.40,30.48,Forschungsförderung (FOR) CN,Physik-Hörsaal Nr. 3 (30.22),Forschungsförderung (FOR) CS",Forschungszentrum Umwelt,False,3.127535820007324
 Zu facementur Zeit ist das VEM-Institut geöffnet.,EMPTY,"Mikroverfahrenstechnik (IMVT) , Institut für,Fachschaft Chemie und Biowissenschaften,Deutsch-Französisches Institut für Umweltforschung (DFIU),Biomedizinische Technik, Institut für,Angewandte Materialien - Energiespeichersysteme (IAM-ESS) , Institut für",Institut für Wirtschaftsinformatik (WIN),False,1.6261568069458008
 Wann hat der schwarze Kater auf?,EMPTY,"05.01,05.20,30.80,Projektträger Karlsruhe (PTKA),Chemie-Hörsaal III (30.41)",Schwarzer Kater,False,2.1672561168670654
 Wann kann man den Informatikbau?,EMPTY,"Fachschaft Mathematik und Informatik,Fachschaft Informatik,Technische Informatik (ITEC), Institut für,Theoretische Informatik (ITI), Institut für,Theoretische Informatik, Arbeitsgruppe Kryptographie und Sicherheit (IKS), Institut für",Informatikbau,False,2.970619201660156
" Ein Einstück, ein Ziller Testfacility, Beryl, Lied, Produktion geöffnet.",EMPTY,"453,454,456,464,458",GODZILLA Test-Facility Beryllide-Production,False,1.965151071548462
 Wann hat Gebäude 653 auf?,653,"9653,11.22,Chemie-Hörsaal III (30.41),50.31,Angewandte Thermofluidik (IATF), Institut für",663,False,1.5395410060882568
 Welche Eröffnungszeiten hat das Architekturgebäude?,EMPTY,"Architektur-Hörsaal 9 (20.40),20.40,30.21,Egon-Eiermann-Hörsaal (20.40),Fritz-Haller-Hörsaal (20.40)",Architektur,False,7.43978476524353
 Zu welchen Zeiten ist der Winkelwohnglock NZ1 zugänglich?,NZ1,"Medizinische Dienste (MED) CS,20.53,20.50,06.60,06.36",Winkelwohnblock NZ1,False,1.2579641342163086
 Zu welchen Zeiten ist Gebäude 14 zugänglich.,14,"20.14,20.21,20.20,11.22,01.80",410,False,1.4381608963012695
 Ist das Physikhochhaus mit Rollstuhl reichbar?,EMPTY,"Theoretische Teilchenphysik (TTP), Institut für,Experimentelle Teilchenphysik (ETP), Institut für,Theorie der Kondensierten Materie, Institut für,Theoretische Festkörperphysik, Institut für,Physikalisches Institut (PI)",Physik-Hochhaus,False,1.462047815322876
 Gibt es barrierefreie Zugänge zum Elektrotechnischen Institut?,EMPTY,"Elektrotechnisches Institut (ETI),Fachschaft Elektro- und Informationstechnik,Laboratorium für Elektronenmikroskopie (LEM),Kleiner Hörsaal Elektrotechnik (11.10),Elektroenergiesysteme und Hochspannungstechnik , Institut für",Elektrotechnisches Institut,False,1.6639058589935305
 verfügt das Physikhochhaus über Barrierefreiheit?,EMPTY,"Experimentelle Teilchenphysik (ETP), Institut für,Interfakultatives Institut für Anwendungen der Informatik,Theoretische Teilchenphysik (TTP), Institut für,Physikalisches Institut (PI),Angewandte Physik, Institut für (AP)",Physik-Hochhaus,False,1.848947286605835
" Hat das Kolleginnen, Gebäude-Maschinen Bau 2 Rollstuhl zu gang?",2,"Strömungsmechanik (ISTM), Institut für,10.23,10.31,10.22 - LAZ,Produktentwicklung (IPEK), Institut für",Kollegiengebäude Maschinenbau II,False,1.3121299743652344
 Hat das Informatik 1 Gebäude einen Rollstuhl zu gamm?,Informatik 1  01.01,"20.40,Geodätisches Institut (GIK),Fachschaft Informatik,Egon-Eiermann-Hörsaal (20.40),Architektur-Hörsaal 9 (20.40)",InformatiKOM 1,False,1.7081449031829834
 Ist derchen Mietwurm 2 für Rollstuhlfahrer zum Gänglich?,2,"20.40,10.23,10.31,Fritz-Haller-Hörsaal (20.40),Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)",Chemie-Turm II,False,1.1418333053588867
" Ist das Gebäude 30, 28 barrierefrei zugänglich?",3028,"Lernzentrum am Fasanenschlösschen (Geb. 30.28),30.23,20.40,30.91,Rudolf-Criegee-Hörsaal (30.41)",30.28,False,1.384619951248169
