original_query,fixed_query,retrieved_docs,expected_id,passed,time_taken
 Ist das Gebäude 40.02 Barriere frei zugänglich?,Ist das Gebäude 40.2 Barriere frei zugänglich?,"40.02,20.50,40.11,Fritz-Haller-Hörsaal (20.40),Franz-Grashof-Hörsaal (10.91)",40.02,True,1.6274950504302979
" Können Sie mir sagen, was das Institut für Mikroverfahrenstechnik geöffnet hat?","Können Sie mir sagen, was das Institut für Mikroverfahrenstechnik geöffnet hat?","Entrepreneurship, Technologie-Management und Innovation (EnTechnon), Institut für,Soziologie, Medien- und Kulturwissenschaften (ISMK), Institut für ,Produktentwicklung (IPEK), Institut für,Mess- und Regelungstechnik MRT, Institut für,Technische Chemie und Polymerchemie, Institut für","Mikroverfahrenstechnik (IMVT) , Institut für",False,1.4208197593688965
 Kannst du mir den Weg zum Institut für Sport und Sportwissenschaften zeigen?,Kannst du mir den Weg zum Institut für Sport und Sportwissenschaften zeigen?,"Fachschaft Sport,Sport und Sportwissenschaft, Institut für,Theoretische Festkörperphysik, Institut für,Theoretische Teilchenphysik (TTP), Institut für,Theorie der Kondensierten Materie, Institut für","Sport und Sportwissenschaft, Institut für",True,1.6572058200836182
 Können Sie mir den Standort von Gebäude 145 m teil?,Können Sie mir den Standort von Gebäude 145m teil?,"145,11.22,Versuchsanstalt für Stahl, Holz und Steine,30.31,40.33",145,True,1.7039401531219482
" Kann man 11, 40 eigentlich mit einem Rollstuhl erreichen?",Kann man 11.40 eigentlich mit einem Rollstuhl erreichen?,"Johann-Gottfried-Tulla-Hörsaal (11.40),11.40,20.40,40.40,40.15",11.40,True,1.962928295135498
 Hat Gebäude 741 momentan geöffnet.,Hat Gebäude 0741 momentan geöffnet.,"741,Chemie-Hörsaal III (30.41),Kleiner Hörsaal Bauingenieure (10.50),456,Franz-Grashof-Hörsaal (10.91)",741,True,1.5619890689849854
 Können Sie mir den Weg zu Gebäude 309 ansech zeigen?,Können Sie mir den Weg zu Gebäude 309 und zeigen?,"309,Versuchsanstalt für Stahl, Holz und Steine,Technikzukünfte - Geschichte, Institut für,Bereich III - Maschinenbau und Elektrotechnik (CS),Angewandte Materialien - Werkstoffkunde (IAM-WK) Gebäude 10.91, Institut für",329,False,1.5981481075286865
 In welchen Bereich finde ich den Gewollde komplex 10.84.,In welchen Bereich finde ich den Gewünschte komplex 10.84.,"10.84,30.24,Wolfgang-Gaede-Hörsaal (30.22),Bereich V - Physik und Mathematik (CS),Bereich III - Maschinenbau und Elektrotechnik (CS)",10.84,True,1.9820027351379395
 Können Sie mir den besten Weg zum KIT-Schatten am Campus-Os zeigen?, Können Sie mir den besten Weg zum KIT-Schatten am Campus-Os zeigen?,"30.51,Wirtschaftswissenschaften, KIT-Fakultät für,Schwerbehindertenvertretung (SBV) Campus Süd,Maschinenbau, KIT-Fakultät für,KIT-Archiv",KIT-Shuttle (Haltestelle Campus Ost),False,2.33267879486084
 Ist der Zugang zum Institut für Technische und Polier Chemie Barrierefrei?,Ist der Zugang zum Institut für Technische und Physikalisch Chemie Barrierefrei?,"11.21,11.23,Technische Chemie und Polymerchemie, Institut für,Fachschaft Chemie und Biowissenschaften,Bereich I – Biologie, Chemie und Verfahrenstechnik (Campus Süd)","Technische Chemie und Polymerchemie, Institut für",True,1.6920747756958008
 Können Sie mir bitte die Adresse von Gebäude 30-43 knennen.,Können Sie mir bitte die Adresse von Gebäude 30.43 knennen.,"30.43,30.93,40.11,30.90,30.80",30.43,True,1.872074842453003
 Können Sie mir die URL für Gebäude 308 nennen.,Können Sie mir die URL für Gebäude 0308 nennen.,"308,333,Rudolf-Criegee-Hörsaal (30.41),Chemie-Hörsaal III (30.41),Egon-Eiermann-Hörsaal (20.40)",308,True,1.5605847835540771
 An welcher Stelle büchendet sich Gebäude 239.,An welcher Stelle bündet sich Gebäude 239..,"239,Engler-Bunte-Hörsaal (40.50),Rudolf-Criegee-Hörsaal (30.41),Versuchsanstalt für Stahl, Holz und Steine,Chemie-Hörsaal III (30.41)",239,True,1.8655269145965576
 Wo steht Gebäude 40.25?,Wo steht Gebäude 40.25?,"40.25,Rudolf-Plank-Hörsaal (40.32),20.53,30.43,11.22",40.25,True,1.5166149139404297
 In welcher Adresse finde ich das internationale Studiensoffes INTL?,"In welcher Adresse finde ich das Internationales Studienbüro INTL ist wahrscheinlich ein Akronym, aber ohne Kontext kann ich es nicht korrigieren. Es könnte auch ""International"" bedeuten.?","Angewandte Materialien – Keramische Werkstoffe und Technologien (IAM-KWT), Institut für,Institut für Operations Research (IOR), Bereich Stochastische Modellierung und Optimierung,Industriebetriebslehre und Industrielle Produktion (IIP), Institut für,Angewandte Materialien - Werkstoff- und Grenzflächenmechanik (IAM-MMI), Institut für,Institut für Operations Research (IOR), Bereich Diskrete Optimierung und Logistik",International Students Office (INTL),False,3.019693613052368
 Was ist die Adresse von Gebäude 10.34?,Was ist die Adresse von Gebäude 10.34?,"10.34,10.95,10.70,10.91,30.43",10.34,True,1.2852580547332764
" Oberfindet sich das Institut für Thermodynamische Informatik, die Arbeitsgruppe, Kriptografie und Sicherheit."," Oberfindet sich das Institut für Thermodynamische Informatik, die Arbeitsgruppe, Kriptografie und Sicherheit.","Mess- und Regelungstechnik MRT, Institut für,Technische Thermodynamik und Kältetechnik, Institut für,Technische Thermodynamik, Institut für,Joseph Gottlieb Kölreuter Institut für Pflanzenwissenschaften (JKIP),Theoretische Informatik, Arbeitsgruppe Kryptographie und Sicherheit (IKS), Institut für","Theoretische Informatik, Arbeitsgruppe Kryptographie und Sicherheit (IKS), Institut für",True,2.7035861015319824
 Wo hat die Fachschaft geistet und Sozialwissenschaften ihren Sitz?,Wo hat die Fachschaft geistet und Sozialwissenschaften und Sozialwissenschaften ihren Sitz?,"Soziologie, Medien- und Kulturwissenschaften (ISMK), Institut für ,Fachschaft Geistes- und Sozialwissenschaften,Studienzentrum für Sehgeschädigte (SZS),Ökonomie und Ökologie des Wohnungsbaus (OEW), Fachgebiet Immobilienwirtschaft,Fachschaft Chemie und Biowissenschaften",Fachschaft Geistes- und Sozialwissenschaften,True,1.9530110359191895
 Wo steht Gebäude 70.26?,Wo steht Gebäude 70.26?,"70.26,30.79,10.91,30.95,20.52",70.26,True,1.541822910308838
 Wie ist die Lage von Gebäude 915?,Wie ist die Lage von Gebäude 0915?,"915,Hörsaal 101 (10.50),30.42,11.22,Chemie-Hörsaal III (30.41)",915,True,1.4372618198394775
 Welcher Adress hat das Gebäude 736?,Welcher Adresse hat das Gebäude 736?,"736,30.41,01.85,30.43,Chemie-Hörsaal III (30.41)",736,True,1.4101953506469727
 Wo befindet sich Gebäude 666?,Wo befindet sich Gebäude 666?,"666,Chemie-Hörsaal III (30.41),Chemie-Hörsaal II (30.41),Lernzentrum am Fasanenschlösschen (Geb. 30.28),Pressestelle (STS)",666,True,1.717695951461792
 An welcher Adresse finde ich die Gebäude 901?,An welcher Adresse finde ich die Gebäude 90.1?,"901,903,907,09.22,Hörsaal 101 (10.50)",901,True,1.5632171630859375
 Können Sie die Lage von Gebäude 686 angeben?,Können Sie die Lage von Gebäude 0686 angeben?,"686,30.42,Chemie-Hörsaal III (30.41),Chemie-Hörsaal II (30.41),Wolfgang-Gaede-Hörsaal (30.22)",686,True,1.6468768119812012
" Wie oder was ist hier Dresse von Gebäude 6, 6, 8?",Wie oder was ist hier Adresse von Gebäude 668?,"668,10.92,Wolfgang-Gaede-Hörsaal (30.22),Chemie-Hörsaal III (30.41),Chemie-Hörsaal II (30.41)",668,True,2.098386287689209
 Wo steht das Gebäude 741?,Wo steht das Gebäude 741?,"741,Fritz-Haller-Hörsaal (20.40),Kleiner Hörsaal Bauingenieure (10.50),Bereich IV - Natürliche und gebaute Umwelt (CS),Forschungsförderung (FOR) CS",741,True,1.1171751022338867
 Können Sie mir den Standort von Gebäude 726 mitteilen?,Können Sie mir den Standort von Gebäude 0726 mitteilen?,"726,Wolfgang-Gaede-Hörsaal (30.22),Bereich III - Maschinenbau und Elektrotechnik (CS),Bereich III - Maschinenbau und Elektrotechnik (CN),Messtechnik-Hörsaal (30.33)",726,True,1.5385370254516602
 Das ist der Standort von Gebäude 800 und 3.,Das ist der Standort von Gebäude 803.,"Chemie-Hörsaal III (30.41),Fritz-Haller-Hörsaal (20.40),01.52,Fördertechnik und Logistiksysteme, Institut für,Bauingenieure-Hörsaal (50.31)",803,False,1.4941601753234863
 Wo genau ist Gebäude 706 lokalisiert?,Wo genau ist Gebäude 706.0 lokalisiert?,"706,10.91,11.22,50.31,30.42",706,True,1.5373456478118896
" An welchem Standort steht, gibt es Gebäude 911?","An welchem Standort steht, gibt es Gebäude 9.11?","911,11.22,Gottlieb-Daimler-Hörsaal (10.21),KIT-Shuttle (Haltestelle Campus Nord, Südtor),11.10",911,True,1.5873289108276367
 Was ist die Adresse von Energy Labs?,Was ist die Adresse von Energy Labs?,"Energy Lab,KIT-Zentrum Energie,Thermische Verfahrenstechnik, Institut für,Technische Thermodynamik, Institut für,Organische Chemie, Institut für",Energy Lab,True,1.0331850051879883
 Wann sind die Türen das Informatikbaus wieder offen?,Wann sind die Türen das Informatikbau wieder offen?,"Fachschaft Geodäsie und Geoinformatik,Technikzukünfte - Geschichte, Institut für,Fachschaft Informatik,Institut für Operations Research (IOR), Bereich Diskrete Optimierung und Logistik,Fachschaft Mathematik und Informatik",Informatikbau,False,2.198590040206909
" Ablicher Uhrzeit ist Gebäude 20, 54 wieder geöffnet.",Ab Uhrzeit ist Gebäude 20:54 wieder geöffnet.,"Egon-Eiermann-Hörsaal (20.40),Fritz-Haller-Hörsaal (20.40),20.44,Sprachenzentrum (Geb. 50.20),11.22",20.54,False,1.8468480110168457
 Bandgebäude 10.11 wieder zugänglich,Bau 10.11 wieder zugänglich,"Heinrich-Hertz-Hörsaal (10.11),10.11,11.40,10.50,Hörsaal 102 (10.50)",10.11,True,1.4549832344055176
 Wann startet das Intro-Kaffee wieder seinen Betrieb?,Wann startet das Intro-Kaffee wieder seinen Betrieb?,"01.12,01.13,30.82,Kantine (Campus Nord),Chemie-Hörsaal I (30.41)",intro Café,False,1.179368019104004
 Wann wird Gebäude 10 45 wieder aufgeschlossen? Ich meinte 145., Wann wird Gebäude 10 45 wieder aufgeschlossen? Ich meinte 145.,"145,Engelbert-Arnold-Hörsaal (11.10),Angewandte Materialien - Werkstoffkunde (IAM-WK) Gebäude 10.91, Institut für,11.22,10.94",145,True,0.7838220596313477
 Wann öffnet das Institut für Antropomatic und Robotik wieder seine Pforten?, Wann öffnet das Institut für Antropomatic und Robotik wieder seine Pforten?,"Entrepreneurship, Technologie-Management und Innovation (EnTechnon), Institut für,Versuchsanstalt des Joseph Gottlieb Kölreuter Instituts für Pflanzenwissenschaften,Technologie und Management im Baubetrieb (TMB) , Institut für,Bio- und Lebensmitteltechnik, Bereich IV: Molekulare Aufarbeitung von Bioprodukten , Institut für,Prozessdatenverarbeitung und Elektronik (IPE), Institut für","Anthropomatik und Robotik, Institut für",False,0.8784260749816895
" Advanced Gebäude 532, wieder zugänglich.","Gebäude Gebäude 532, wieder zugänglich.","532,Angewandte Thermofluidik (IATF), Institut für,Lernzentrum am Fasanenschlösschen (Geb. 30.28),Franz-Grashof-Hörsaal (10.91),Bauingenieure-Hörsaal (50.31)",532,True,1.5046100616455078
" Ab welchen Zeitpunkt ist das Gebäude Technik, Thermodynamik und Kälte Technik, Mess- und Regelungstechnik Instituts Gebäude wieder offen?"," Ab welchen Zeitpunkt ist das Gebäude Technik, Thermodynamik und Kälte Technik, Mess- und Regelungstechnik Instituts Gebäude wieder offen?","Technische Thermodynamik und Kältetechnik, Institut für,Mess- und Regelungstechnik MRT, Institut für,Theoretische Physik (TP), Institut für,Theoretische Teilchenphysik (TTP), Institut für,Technologie und Management im Baubetrieb (TMB) , Institut für","Tech.Thermodyn.u.Kältetechn./ Mess-u.Regelungstechn., Institutsgeb.",False,3.3704922199249268
 Zu welcher Zeit erfund gebeute 304 wieder.,Zu welcher Zeit eröffnet Gebäude 304 wieder.,"304,403,214,401,10.91",304,True,1.9232499599456787
 Ab wann kann man das Gebäude starb und Strategie wieder betreten?, Ab wann kann man das Gebäude starb und Strategie wieder betreten?,"Gottlieb-Daimler-Hörsaal (10.21),Architektur-Hörsaal 9 (20.40),Wolfgang-Gaede-Hörsaal (30.22),Versuchsanstalt für Stahl, Holz und Steine,Institut für Arbeitswissenschaft und Betriebsorganisation (ifab)",Stab und Strategie (STS),False,1.177281141281128
 Wann macht das Gastutz hinten aus? Wir hättest du doch mal heimrich herz wieder auf., Wann macht das Gastutz hinten aus? Wir hättest du doch mal heimrich herz wieder auf.,"Fachschaft Chemie und Biowissenschaften,Chemische Verfahrenstechnik (CVT), Institut für,Germanistik: Literatur, Sprache, Medien (GER), Institut für,Physikalische Chemie, Institut für,Joseph Gottlieb Kölreuter Institut für Pflanzenwissenschaften (JKIP)",Gastdozentenhaus Heinrich Hertz,False,1.4624431133270264
 Abwand ist Gebäude 546 wieder offen.,Abwasser ist Gebäude 546 wieder offen.,"546,30.42,Chemie-Hörsaal II (30.41),Franz-Grashof-Hörsaal (10.91),Bereich IV - Natürliche und gebaute Umwelt (CS)",546,True,1.3958990573883057
 Zu welcher Zeit macht die Fachschaft Kunstgeschichte auf?, Zu welcher Zeit macht die Fachschaft Kunstgeschichte auf?,"Fachschaft WiWi,Fachschaft Sport,Fachschaft Kunstgeschichte,Fachschaft Chemie und Biowissenschaften,Fachschaft Informatik",Fachschaft Kunstgeschichte,True,1.679051160812378
 Wann macht das Institutsgebäude Boden und Felsmechanik auch?,Wann macht das Institutsgebäude Boden- und Felsmechanik auch?,"40.22,40.23,40.25,Elektroenergiesysteme und Hochspannungstechnik , Institut für,Mechanik, Institut für",Institutsgebäude Boden- und Felsmechanik,False,1.9001600742340088
" Ab wann ist das Gebäude 10, 50 dazu gänglich?",Ab wann ist das Gebäude 10.50 dazu gänglich?,"Großer Hörsaal Bauingenieure (10.50),10.50,Kleiner Hörsaal Bauingenieure (10.50),Hörsaal 101 (10.50),Hörsaal 102 (10.50)",10.50,True,1.5814318656921387
" Wann ist Gebäude 6,88 wieder zugänglich?",Wann ist Gebäude 6.88 wieder zugänglich?,"10.91,50.31,11.22,20.52,Bereich IV - Natürliche und gebaute Umwelt (CS)",688,False,1.5717628002166748
 An welchen Zeitpunkt ist 10.32 geöffnet?,An welchen Zeitpunkt ist 10:32 geöffnet?,"10.32,30.24,30.82,30.49,30.43",10.32,True,1.580522060394287
 Zu welcher Zeit öffnet das Max-Rubener-Institut?,Zu welcher Zeit öffnet das Max-Rubener-Institut?,"07.30,Messtechnik-Hörsaal (30.33),07.31,Institut für Operations Research (IOR), Bereich Kontinuierliche Optimierung,Zentrale Studienberatung (ZSB)",Max Rubner-Institut,False,1.4265708923339844
 Man macht Chemiturm 1 auf.,Man macht Chemieturm 1 auf.,"30.43,Chemie-Hörsaal II (30.41),30.42,Chemie-Hörsaal III (30.41),Chemische Verfahrenstechnik (CVT), Institut für",Chemie-Turm I,False,1.4810638427734375
 Wiegt Beschreibung zu Gebäude 230.,Wie Beschreibung zu Gebäude 230.,"230,30.21,11.22,30.24,30.23",239,False,1.4339871406555176
 Den Weg zu Gebäude 650 anzeigen.,Den Weg zu Gebäude 650 anzeigen,"650,Werkfeuerwehr,11.22,Bereich III - Maschinenbau und Elektrotechnik (CN),459",650,True,1.0840940475463867
 Zeige die Route zu Dr. Franz Lust Gebäude., Zeige die Route zu Dr. Franz Lust Gebäude.,"Zentrale Studienberatung (ZSB),Germanistik: Literatur, Sprache, Medien (GER), Institut für,Professur für Politische Ökonomie, Institut für Volkswirtschaftslehre (ECON),Joseph Gottlieb Kölreuter Institut für Pflanzenwissenschaften (JKIP),Deutsch-Französisches Institut für Umweltforschung (DFIU)",Dr. Franz Lust,False,1.85378098487854
 Wegbeschreibung zum Gebäude 40.13,Wegbeschreibung zum Gebäude 40.13,"40.13,11.22,40.11,Fritz-Haller-Hörsaal (20.40),Chemie-Hörsaal III (30.41)",40.13,True,1.580394983291626
 Navigations- und Institut für Theoretische Festgapfer für Sieg-Bitter, Navigations- und Institut für Theoretische Festgapfer für Sieg-Bitter,"Wasser und Umwelt (IWU), Institut für,Institut für Operations Research (IOR), Bereich Diskrete Optimierung und Logistik,Mess- und Regelungstechnik MRT, Institut für,Institut für Operations Research (IOR), Bereich Kontinuierliche Optimierung,Theoretische Elektrotechnik und Systemoptimierung (ITE), Institut für","Theoretische Festkörperphysik, Institut für",False,0.7025001049041748
 Zeige den Weg zum Gebäude B621.,Zeige den Weg zum Gebäude B6.21.,"B621,Werkfeuerwehr,Versuchsanstalt für Stahl, Holz und Steine,Fritz-Haller-Hörsaal (20.40),Entwerfen und Bautechnik, Institut",B621,True,1.4774558544158936
 Navigation zum Elektrotechnischen Institut bitte, Navigation zum Elektrotechnischen Institut bitte,"Engelbert-Arnold-Hörsaal (11.10),Elektrotechnisches Institut (ETI),Kleiner Hörsaal Elektrotechnik (11.10),Fachschaft Elektro- und Informationstechnik,Elektroenergiesysteme und Hochspannungstechnik , Institut für",Elektrotechnisches Institut,False,1.1577110290527344
 Rote zu Gebäude 508 anzeigen.,Roten zu Gebäude 508 anzeigen.,"508,30.90,10.84,Franz-Grashof-Hörsaal (10.91),Fritz-Haller-Hörsaal (20.40)",508,True,1.450181007385254
 Wegbeschreibung zum Informatikom 1,Wegbeschreibung zum Informatikom 1,"50.19 - InformatiKOM I,Hörsaal 101 (10.50),50.34,Bereich II - Informatik, Wirtschaft und Gesellschaft (CN),Egon-Eiermann-Hörsaal (20.40)",InformatiKOM 1,False,1.3162190914154053
 Den Weg zu Gebäude 908 anzeigen.,Den Weg zu Gebäude 90.8 anzeigen.,"908,30.90,Rechtsangelegenheiten (RECHT),40.28,11.22",908,True,1.4760220050811768
" Die Route zu Gebäude 30, 60 ist gesucht.",Die Route zu Gebäude 30.60 ist gesucht.,"30.60,Lernzentrum am Fasanenschlösschen (Geb. 30.28),Photogrammetrie und Fernerkundung (IPF), Institut für,315,30.91",30.60,True,1.537337064743042
 Navigations- und Telekooperation auf es benötigt.,Navigations- und Telekooperation auf es benötigt benötigt.,"01.99,Telecooperation Office (TecO),11.22,10.70,08.03",Telecooperation Office (TecO),True,1.4944558143615723
 Wegbeschreibung zu Gebäude 9.600 und 7 mehr wünscht.,Wegbeschreibung zu Gebäude 9607 wünscht,"30.42,11.22,20.52,Fachschaft Geistes- und Sozialwissenschaften,Fritz-Haller-Hörsaal (20.40)",9607,False,1.7500829696655273
 Ich suche den Weg zum Kool-Ligiengebäude am Zirkel., Ich suche den Weg zum Kool-Ligiengebäude am Zirkel.,"Scientific Computing Center (SCC), CS,Telematik (ITM), Institut für,Informationsmanagement im Ingenieurwesen (IMI) , Institut für,10.84,10.31",Kollegiengebäude am Zirkel,False,2.9246349334716797
 Zum MTI-Hörsal navigieren. Bitte.,Zum MTI-Hörsal navigieren. Bitte.,"Theoretische Elektrotechnik und Systemoptimierung (ITE), Institut für,Biomedizinische Technik, Institut für,Versuchsanstalt für Stahl, Holz und Steine,Mittlerer Hörsaal Maschinenbau (10.91),Chemie-Hörsaal I (30.41)",MTI-Hörsaal,False,1.2716901302337646
 Navigation zum Rudolf Kriegehörsel gewünscht.,Navigation zum Rudolf Kriegehörsel gewünscht,"Hochschulsport,10.96,KIT-Shuttle (Haltestelle Campus Nord, Südtor),Versuchsanstalt für Stahl, Holz und Steine,08.03",Rudolf-Criegee-Hörsaal,False,1.1931731700897217
 Route zur Wirtschaftsdissenschaftlichen Fakulteitsbibiotek, Route zur Wirtschaftsdissenschaftlichen Fakulteitsbibiotek,"09.21,Fachbibliothek WIWI,Institut für Operations Research (IOR), Bereich Stochastische Modellierung und Optimierung,Wirtschaftswissenschaften, KIT-Fakultät für,Entrepreneurship, Technologie-Management und Innovation (EnTechnon), Institut für",Wirtschaftswissenschaftliche Fakultätsbibliothek,False,2.343035936355591
 Weg zur Versuchshade der technischen Tablenamik zeigen.,Weg zur Versuchsstation der technischen Tabelle zeigen,"Theoretische Physik (TP), Institut für,Technische Thermodynamik, Institut für,Theoretische Teilchenphysik (TTP), Institut für,Theoretische Elektrotechnik und Systemoptimierung (ITE), Institut für,Produktionstechnik (wbk), Institut für","Technische Thermodynamik und Kältetechnik, Versuchshalle",False,2.346776247024536
 Kann man aktuell in die Fachschaft geist soz?,Kann man aktuell in die Fachschaft geistig so?,"Fachschaft Geistes- und Sozialwissenschaften,Fachschaft Sport,Studienzentrum für Sehgeschädigte (SZS),Lernzentrum am Fasanenschlösschen (Geb. 30.28),Fachschaft Chemie und Biowissenschaften",Fachschaft GeistSoz,False,1.4043002128601074
" Ist das Gebäude 50, 40 momentan offen?",Ist das Gebäude 50.40 momentan offen?,"50.40,30.96,40.11,30.90,30.95",50.40,True,1.528559923171997
 Kann man derzeit ins Gebäude 300 ziehen?,Kann man derzeit ins Gebäude 300.00 ziehen?,"300,3300,352,30.21,30.95",310,False,1.4518060684204102
 Die Ambulanzmomentan zugänglich.,Die Ambulanzist momentan zugänglich,"30.90,01.85,30.33,Fritz-Haller-Hörsaal (20.40),Sicherheit und Umwelt (SUM)",Ambulanz,False,1.6575560569763184
 Ist das Gebäude 310 derzeit offen?,Ist das Gebäude 310 derzeit offen?,"310,11.22,01.52,11.10,Rudolf-Criegee-Hörsaal (30.41)",310,True,1.192807912826538
 Kann man gerade in Gebäude 5.20 rein.,Kann man gerade in Gebäude 5.2 rein.,"05.20,Rudolf-Plank-Hörsaal (40.32),40.33,30.21,11.30",05.20,True,1.4914650917053223
 Ist die Versuchsanstalt das Köhleräuterinstituts derzeit geöffnet?,Ist die Versuchsanstalt das Köhleräuterinstitut derzeit geöffnet?,"Engelbert-Arnold-Hörsaal (11.10),20.44,Thermische Verfahrenstechnik, Institut für,Versuchsanstalt für Stahl, Holz und Steine,Maschinenbau, KIT-Fakultät für",Versuchsanstalt des Joseph Gottlieb Kölreuter Instituts für Pflanzenwissenschaften,False,1.9980542659759521
 Kann man jetzt ins Gebäude 50.34?,Kann man jetzt ins Gebäude fünfzig Punkt vierunddreißig?,"50.34,50.31,30.90,Hörsaal am Fasanengarten (50.35),30.93",50.34,True,1.9033169746398926
 Hat die KITB-Bilute gerade auf?,Hat die Kfz-Kennzeichen gerade auf?,"Kunst- und Baugeschichte (IKB), Institut,Fritz-Haller-Hörsaal (20.40),Chemie-Hörsaal III (30.41),Chemie-Hörsaal II (30.41),KIT-Zentrum für Klima und Umwelt",KIT-Bibliothek,False,1.5734951496124268
 Es ist Gebäude 413 momentan zugänglich.,Es ist Gebäude 04.13 momentan zugänglich.,"413,Sicherheit und Umwelt (SUM),Chemie-Hörsaal III (30.41),40.11,11.22",413,True,1.4128990173339844
